Anomaly,Count
Other GEAR COLLAPSED ON LNDG,1
Other ATC Attitude,1
Other TURBINE FAILURE,1
Other ERRATIC TRIM INDICATION,1
Other RUN AWAY AUTO THRUST SYSTEM,1
Other ELEVATOR POWER UNIT FAILURE,1
Other GPWS FALSE WARNINGS,1
Other FAILURE OF ATC COM ON 120.4 IN SCT CLASS B,1
Other INADEQUATE WX REPORTING FROM ASOS,1
Other WAKE TURB ENCOUNTER,1
Other AUTO LAND PROBLEM,1
Other ACFT FAMILIARITY,1
Other ATC CTL,1
Other ALLERON CONTROL ICING,1
Other OP MAN DISCREP,1
Other HARD LNDG.,1
Other BANNER DROP MISSES HEL,1
Other #1 ENGINE LOSS OF POWER,1
Other EMER STANDBY EQUIP REQUESTED,1
Other #2 ENGINE VIBRATION,1
Other CONFUSION OVER IFR CLRNC,1
"Other "" MIN FUEL """,1
Other INSTRUMENT APCH W/O RATING,1
Other #1 ENGINE DAMAGE,1
Other SCRAPED DRAIN MAST,1
Other CONTRACT WX OBSERVATION REQUIREMENT,1
Other CTLR AGGERESSION,1
Other RC MODEL HAZARD,1
Other WX MINIMUM RPT,1
Other CONTAMINATED WINGS TAIL,1
Other TERRAIN WARNING,1
Other EXCEEDED ACFT X WIND COMPONENT,1
Other WX MINIMUMS FOR ALTERNATE,1
Other SUSPECTED PT 135 GENERATION,1
Other HIGH SPEED ABORTED TAKEOFF,1
Other PREFLT DAMAGE,1
Other COMPANY PUBLISHED APCH PROC,1
Other COMP STALL,1
Other TKOF ABORTED AFTER ACFT AIRBORN,1
Other T.E. FLAP DEPARTED ACFT,1
Other CTLR SURLY ATTITUDE,1
Other CTLR STAFFING CTLR RESPONSE,1
Other ENGINE PROBLEM AT HIGH ALTITUDE,1
Other GPWS TERRAIN WARNING/VOLUME,1
Other ADI FAILURE MAINTENANCE TROUBLESHOOTING,1
Other WIRE HANGING ON WING,1
Other HELO,1
Other FIRE WARNING RECEIVED,1
Other LEGAL LNDG WX,1
Other NO FLIGHT FOLLOWING. DISPATCH WORKLOAD,1
Other SEVERE ICING,1
Other GATE SET UP FOR B727 US MD11,1
Other ICE BUILD UP,1
Other SKY DIVERS OVER CLOUDS,1
Other FLC Workload,1
Other HAD GPWS TERRAIN WARNING,1
Other FROZEN ACFT AILERON CTL,1
Other TOW ROPE POWER LINE CONTACT,1
Other CAPT'S WALK AROUND INSPECTION,1
Other NON ESS CKPT OCCUPANT,1
Other NOISE LIGHT FROM PLT RT ENGINE,1
Other LOW FUEL EMERGENCY,1
Other acft damage,1
Other Illeagal Lndg 20-30 kt Tail Winds,1
Capt - Crew Concept,1
Other UNQUALIFIED ACFT OWNER AS FO,1
Other AILERON CONTROL STUCK,1
Other FLEW PAST DESIRABLE DIVERSION STATION,1
Other FUEL TANK LEAK,1
Other WIND SHIELD FAILURE FROM BIRD STRIKE,1
Other INJURED FA,1
Other RWY LENGTH/ DISP.THR.,1
Other FLARE GUM UTILIZATION ON FINAL APCH,1
Other CAPT'S CRM CONDUCT,1
Other CREW DID NOT DISCONNECT AUTO THROTTLE SYS,1
Other FUEL MGMNT INADEQUATE RESERVE FUEL,1
Other BIRD STRIKE #2 ENGINE,1
Other HAIL DAMAGED ACFT. IMPROPER MAINT DOCUMENTATION,1
Other Apch High and Fast.,1
Other Came within 1 gal of running out of fuel,1
Other Clrnc Cancellation,1
Other DSCNT BELOW MIN. SAFE ALT,1
Other NATIONAL TRAFFIC MGMNT INITIATIVE PROGRAM CONCERN,1
Other Crew Made Hard Lndg After Bring Distracted By Birds.,1
Issued Alts To Acft He Later Questioned.,1
Other COMPANY FLT CREW INTIMIDATION,1
Other Jumpers dropped too close to clouds,1
Other MULTIPLE BIRD STRIKES,1
Other ATC HOST COMPUTER SHUTDOWN PROC.,1
Other TKOF on balanced field length,1
Other PLT FELL OUT OF ACFT,1
Other CAPT USED MAX AUTOBRAKES,1
Other MGMNT OF TRAFFIC,1
Other ATTENPTED AUTO COUPLED APCH ABOVE GS.,1
Other TKOF BELOW MINIMUMS,1
Other FUEL BOOST PUMP CB TRIPPED,1
Other Over Speed,1
Other FO CROSSWIND TECHNIQUE,1
Other COMPANY SUPPLIED TKOF DATA IN ERROR TKOF ABOVE MAX GROSS WEIGHT,1
Other Position Report Given Late,1
Other BUSTED MINIMUMS AFTER CANCELLING IFR,1
Other APCH/LNDG MINS,1
Other ETOPS ALTERNATE SELECTION,1
Other Lost On Freq,1
Other Flame Out,1
Other STATION DELAY REPORT,1
Other Ctlr Performance,1
Other No Alternate ARPTs Designated,1
Other Acft Electrical Failure,1
Other PREFLT DISCREPENCY,1
Other LOW FUEL FOR IFR,1
Other LOW FUEL / EMERGENCY DECLARED,1
Other WX REPORTS/ADVISORIES,1
Other GPS SIGNAL LOSS,1
Other UNABLE TO ESTABLISH COM WITH ATC,1
Other ATTITUDE INDICATOR FAILURE,1
Other A/S AND ALTITUDE ERRORS,1
Other LONG LANDING/FAST,1
Other HIT WIRES ON APCH TO LAND,1
Other CTLR Save,1
Other LONG LANDING HOT BRAKES,1
Other CURRENT WX REPORT,1
Other HYD SYSTEM FAILURE,1
Other Knowledge of Company OPS Spec's.,1
Other FLT CANCELLED DUE TO EXCESS CREW DUTY TIME,1
Other Confusion Of Clearance While Deviating For Lax,1
Other TEMP. TOWER,1
NO CONTACT,1
Other ATC MSAW COMPUTER ISSUING FALSE WARNINGS,1
Other 2 GAR'S BECAUSE OF WX,1
Other DISPATCH COMPUTER PROBS,1
Other Left Engine Damage,1
Other smgsc (sfc movement guidance and ctl sys),1
Other No Alternate,1
Other Loss of Eng. Power.,1
Other Tkof Alt Req,1
Other ISTR SEAT CAME LOOSE ON SEAT TRACKS. ATTEMPTED GAR WITH FULL FLAPS,1
Other Tkof Below Wx Minimum.,1
Other LOSS OF HYD QUANTITY,1
Other Flt Into Severe Icing.,1
Other RT GEAR ACTUATOR FAILURE,1
Other GPS APCH,1
Other ACFT CONFIGN-CREW QUAL,1
Other OVERWATER OPS,1
Other Flc Timed Response,1
Other Cntlr Aggression,1
Other Flew Over 8 in 24 Actual.,1
Other WINDS ALOFT,1
Other Check List Use. Gear Not Down.928,1
Other Crew Knowledge Of High Altitude Acft Performance.928,1
Other Improper Landing Technique,1
Other COMPANY CHARTING DISTRIBUTION PROC,1
Other CTLR INSISTANCE CREW FLY THROUGH THUNDERSTORM,1
Other #1 ENGINE COMPRESSOR STALL,1
Other PLANNED OPERATION TO CLOSED ARPT,1
Other RAN OUT OF FUEL. UNCTLED LNDG,1
Other FLT CREW WARNING OF POSSIBLE TURB,1
Other DEFERED ITEM RESTRICTED OPERATION IN ICING CONDITIONS,1
Other LANDED ON BOAT,1
Other LOW TIME IFR PLT,1
Other Loss of Com Freq,1
Other PAPI Inop.,1
Other CREW CONCEPT CRM COCKPIT WORKLOAD MGMNT,1
Other LOST SIGHT OF ARPT ON VISUAL APCH,1
Other ENG FIRE INDICATION,1
Other ERRATIC LOC SIGNAL RECEPTION,1
Other APCH CLRNC,1
Other tail rotor strike,1
Other non std fuel load,1
Other LOST VISIBILITY,1
Other COMPANY DOES NOT SUPPLY COMPUTER GENERATED TKOF DATA,1
Other IMC INVFRFC,1
Other SECURITY PROC,1
Other DIDN'T FOLLOW PRE DEPARTURE CHKLIST,1
Other ACFT BECAME UNCONTROLLABLE IN PITCH DURING LNDG,1
Other GEAR PIN NOT REMOVED,1
Other VFR IN IMC,1
Other EXAMINER JUDGMENT. PLT JUDGMENT,1
Other CREW WX ANALYSIS,1
Other DID NOT OBTAIN ADEQUATE WX BRIEFING,1
Other FLC RESPONSIBLE FOR CARGO LOADING AND SECURITY,1
Other ILS CAT III PROC CHART PRESENTATION,1
Other UNINSTALLED APCH,1
Other INACCURATE WIND FORECAST,1
Other STALL WARNING 5 MILE OUT,1
Other NOT CONFIGURED BY 1000 FT,1
Other RADIO FAILURE DUE TO STUCK MIC,1
Other FLT TYPE CLASSIFICATION,1
CRM COMMON SENSE,1
AVIONICS RELIABILITY,1
Other ATC REROUTE THROUGH AREA OF FORCAST TURB,1
Other WAVE TURB CONCERNS (DEP ACFT),1
Other exited tstm cell,1
Other PILOT EXPERIENCE SPOILERS LEFT DEPLOYED,1
Other GPWS AND ATC MINIMUM VECTORING ALT DATA BASES NOT COMPATBALE,1
Other LOSS OF VHF/HF COM. UNABLE POSITION RPTS,1
Other LOST COM WITH ZNY ON IFR FLT PLAN,1
Other PLT ENCOUNTERED ADVERSE WX ON DESCENT,1
Other CREW KNOWLEDGE OF COMPANY OPS  SPEC,1
Other POOR JUDGMENT BY ISTR,1
SHOULD HAVE LANDED SOONER. ACFT NOT APPROVED FOR IMC,1
Other ENG FAILURE DUE TO BIRD STRIKE,1
Other PLT JUDGMENT LANDED LONG,1
ALMOST WENT OFF RWY END,1
Other declared low fuel,1
Other EXCEEDED ACFT PERFORMANCE,1
Other LOST COM/RECEIVE,1
Other tailstrike,1
Other chklist use,1
Other LOW CEILING,1
Other CAPT AND CHIEF PLT INTIMIDATION. FLT DEPARTED WITH ICE ON WINGS,1
Other DIVERTED-STAYED TOO LONG AT ARPT WITH POOR WX,1
Other STARTED APCH IWTH RVR BELOW MINIMUMS,1
Other DISORIENTATION WITH ARPT,1
Other RELEASE CLAUSES,1
Other Possible Lightening Strike,1
Other RVR BELOW LANDING MIN,1
Other GLIDE SLOPE RECEIVER MALFUNCTIONING,1
Other NOSE GEAR DID NOT RETRACT,1
Other PLT/CTLR SPEEDS,1
Other eng failure,1
Other Ice On Gear Switch,1
Other CTLR USE OF SPANISH,1
Other Pilot probe icing directional gyro malfunction. Single plt operation,1
Other Flew into deterioriting wx with out adequate fuel. alternate Selection.,1
Other Lndg Cklist Late,1
Other Fuel imbalance,1
Other SOP Compliance,1
Other LNDG VISIBILITY REPORT CONCERN,1
Other Sched. Press,1
Other CTLR PLT PHRASOLOGY,1
Other DECLARED LOW FUEL EMER,1
Other Did not work unhook power cord during aircraft walkaround.,1
Other PLT DID NOT GET DEPARTURE RELEASE ON IFR FLT PLAN,1
Other TOO MUCH RELIANCE ON AUTOMATION FMC PROGRAMMING PROB,1
Other STRONG WINDSHEAR THWARTED APCH/LNDG EFFORTS,1
Other RWY LIGHTING CTL,1
Other GOT EGPWS TERRAIN WARNING,1
Other WX RPT-AWOS,1
Other LNDG MINIMUMS W/PARTIALLY OBSCURED RWY SFL,1
Other NO FLT PLAN IN IMC CONDITIONS,1
Other DISPATCHER NOT UP TO DATE ON RWY CONDITION,1
Other FLT PLAN/PLANNING,1
Other FO APPEARED TO INCREASE PITCH ATTITUDE DURING FLAP RETRACTION. ACFT GOT TOO SLOW,1
Other CUSTOMS INSPECTION ARRANGEMENT,1
Other NOSE WHEEL STEERING STUCK IN LFT TURN,1
Other Plt Unaware Of Jump Activity at Arpt.,1
Other TAXIED TOO FAST FOR SEA CONDITIONS,1
Other OFF ARPT EMERG LNDG,1
Other Security Concerns On GAR at arpt close to nuclear cooling twrs.,1
Other LOSS OF SITUATIONAL ORIENTATION CTLR HANDLING. SBP DOES NOT HAVE RADAR,1
Other HIGH FINAL/LONG LNDG,1
Other ATC Com Attitude,1
Other HIT WAKE TURB FROM DEPARTING ACFT AHEAD,1
Other CREW LACKED SITUATIONAL AWARENESS ON BACK COURSE APCH,1
Other SEPARATION QUESTIONED,1
Other FAA Minimum Vectoring Alt And EGPWS minimum alt data base not compatible,1
Other Pired Info Not relayed,1
Other CTLR haudeling. Plt would not accept clrnc into wx.,1
Other Crew Distraction Concept,1
CRM.  ATC Did Not Advise Crew Of Windsheer Or Winds,1
Turb.,1
Other Slippery Ramp And Gate Area,1
Other LESS THAN LANDING FLAPS SELECTED,1
Other FLC SPEED REDUCTION-NO REPORT TO ATC,1
Other RADAR COVERAGE/CENRAP,1
Other ARPT LNDG CONDTION CROSS WIND/TURB,1
Other APCH SEQUENCING,1
Other Acft Refueled With Contaminated Fuel.,1
Other Capt Accepted An Meled Inop Antiskip Lndg On Rwy Too Short To Comply With Lndg Requirements,1
Other SKUD RUNNING,1
Other HAND BUILT IT FMS APCH,1
Other PARACHUTE OPS RADIO REQUIREMENT,1
Other ACCEPTED NIGHT VISUAL APCH. DSNDED BELOW SAFE ALT,1
Other WX VANE,1
Other WINGS CONTAMINATE WITH FROST,1
Other UNSTABLE LANDING,1
Other WIND SHEAR ALERT 1200 FT AGL,1
Other RATE OF DSCNT,1
Other WAKE TURB. AVOIDANCE TECHNIQUE,1
Other MOMENTARY LOSS OF PITCH CTL,1
Other #2 ENGINE LOSS OF POWER,1
Other DATABASE COMPATABILITY PROB BTWN GPWS AND MINIMUMS VECTORING ALT,1
Other LEFT AIRFOIL DEICE FAILURE,1
Other FLEW INTO AREA OF IMC WX WITH NO INSTRUMENT RATING OR IFR FLT PLAN,1
Other FLC PERCEPTION GEAR UP APCH,1
Other FLEW INTO IMC CONDITIONS,1
Other JUMP ACFT DID NOT ISSUE WARNING OF JUMP ACTIVITY,1
Other MINIMUM SAFE ALT,1
Other CTLR APPEARED TO BE STRESSED OUT,1
Other MINIMUM VECTORING ALT NOT COMPATABLE WITH EGPWS,1
Other TRIED TO USE FMC TO ENTER LAST MIN. HOLD.,1
Other COMPANY DOESN'T TRAIN PLTS TO CHARTED CIRCLING APCH MINIMUMS,1
Other eng failure plt continued after restart,1
Other SCH-PRESSURE,1
Other FA CALLED COCKPIT JUST AFTER TKOF AT SNA. ELECTRICAL POWER FAILURE,1
Other CTL TWR ABANDONDED,1
Other atct gnd ctlr artcc radar inter fac coord failure,1
Other DESCENDED THROUGH MOD. TURB WITHOUT THE SEAT BELT SIGN ON,1
Other COMPUTER CONVECTIVE SIGMET PRODUCT FAILED AT MAJOR ACR DISPATCH OFFICE,1
Other #1 WINDSHIELD FAILURE,1
Other RIGHT OF WAY AND TFC DELAY,1
Other ATC REROUTE INTO HAZARDOUS WX CONDITIONS,1
Other ATIS-WX FORECAST,1
Other ACFT INSTRUMENT FAILURE,1
Other PLT DISTRACTION CTLR DISTRACTION,1
Other DRIFTED OFF CENTERLINE,1
Other CTLR HANDLING PLT FLEW UNSTABILIZED APCH UNTIL TWR CTLR ORDERED A GAR,1
Other JFK RWY SELECTION,1
Other PLT AND PAX CELL PHONE INTERFERED WITH ILS SIGNAL,1
Other INSTRUMENT AND STICKSHAKER DISCREPANCYS,1
Other PRECAUTIONARY LNDG BECAUSE LOW ON FUEL,1
Other HYD PROB,1
Other ELECTROMAGNETIC DISTURBANCE,1
Other ENG FAILURE/FLAMEOUT,1
Other SEAT BELT PROBLEM,1
Other FALSE GPWS TERRAIN WARNING,1
IN LNDG CONFIGURATION,1
Other DOOR OPEN ON TKOF,1
Other REROUTE,1
Other CREW IGNORED TWR RPTED MICROBURST ACTIVITY AND LANDED,1
Other UNABLE TO SEE ND,1
PFD,1
OR FCU IN BRIGHT SUNLIGHT,1
Other Cracked Windshield Outer Layer,1
Other AIRLINE MNTNC POLICY,1
Other Com Interference,1
Other FUEL LEAK/ENG FAILURE,1
Other EMER LANDING ON HWY/ OFF AIRPORT LANDING,1
Other VIS. REDUCED,1
Other AVOIDANCE OF WAVE TURB,1
Other HYD FAILURE,1
Other START LEVERS OUT OF RUN DETENT,1
Other OFF ARPT EMER LNDG,1
Other Contaminated Rwy.,1
Other WX RELATED FLT DELAYS,1
Other IOE CHK AIRMAN,1
WORKLOAD,1
Other PLT EXPERIENCE LEVEL. HIGH OIL TEMP,1
Other WEATHER DEVIATIONS,1
Other DEPARTURE DELAY,1
Other PLT LOST DURING FLT,1
Other VOID CLRNC TIME DEVIATION,1
Other OLD ATIS,1
Other VISIBILITY MINIMUM,1
Other LOSS OF ACFT ELECTRICAL,1
Other MIL T TRNG FLT REQUIREMENTS,1
Other BIRD FEATHERS IN ENG,1
Other RWY CLOSURE ADVISORY,1
Other New Patch,1
Other GENERATOR FAILURE,1
Other ACFT HIT BY LIGHTNING. FLT TOO CLOSE TO TSTM,1
Other UFO,1
Other ENG FLAMEOUT,1
Other FLT PLANNING/QUAL,1
Other PERFORMANCE TECH/FLYING EXP,1
Other GEAR DISAGREE WARNING,1
Other GALLEY DOOR WARNING LIGHT ON,1
Other REDUCED AND ABNORMAL LATERAL CTL,1
Other ARTCC RADAR OUTAGE,1
Other CREW HAD GPWS TERRAIN WARNING,1
Other NOTAM INTERP,1
Other GOT STICK SHAKER AS LEADING EDGE SLATS WERE RETRACTED,1
Other AUTOPLT MALFUNCTION. RAPID ROLL RATE FA'S HIT HEAD ON OVERHEAD BIN,1
Other BURNED CENTER TANK FUEL BELOW 1000 LBS,1
Other LOSS OF AIRSPEED INDICATION,1
Other SPATIAL DISORIENTATION,1
Other AUTO FLT WITHOUT AUTOTHROTTLE ON,1
Other BRAKING ACTION RPT,1
Other DEICING PROCS,1
Other PREFLT CHKS,1
CRM. Cockpit Distr,1
Other FALSE GPWS TERRAIN WARNING CAUSED BY RAIN,1
Other CREW PRESSURED TO NOT DEICE THE ACFT AFTER FROST NOTED ON ACFT,1
Other CTLR HANDLING IMPROPER LAHSO CLRNC,1
Other Eng. Malfunction,1
Other NLG ANNUN FAILURE,1
Other SUSPECTED ENG FAN BLADE ICING,1
Other Dispatcher Flt Following,1
Other Tail Anti-ice failure. Ctlr Handeling,1
Other GPWS TERRAIN WARNING ON APCH,1
Other LOC FAILURE,1
Other GPWSS DATA BASE AND MINIMUM VECTORING ALT DATA BASE APPARENTLY NOT COMPATABLE,1
Other CTLR LANGUAGE BARRIER,1
HANDLING,1
Other Flt Crew Reports After a Thorogh Deicing The Engs Were Not Damaged.,1
Other Eng Fan Blade Icing Damage,1
Other Landed Ahead of Curfew.,1
Other Crew Desires Over Watter Equipped Acft For Ops Between MIA and Dfw.,1
Other FAN BLADE ICING,1
Other Dispatcher Workload. Crew Attention To Dest Wx.,1
Other DeIce Proc/Crew Certification,1
Other LANDED ON HWY DUE TO LOW FUEL,1
Other WIND EQUIPMENT MHT,1
Other Arrival Delays,1
Concept,1
Other Acft Got On The Backside Of The Pwr Curve And Had to Descend,1
Other Plt Ran Out Of Gas,1
Other Chief Plt Intimidated Crew To Operate In Severe Icing,1
Other Flt In Vicinity of Obstruction,1
Other Plts On False GS. Plts Behind Acft. Plts Inappropriate GPS Op,1
Other Pt 2 Probe Icing,1
Other Dispatch Flt Following Non Existant,1
Other Crew Landed Below Minimums,1
Other Minimum Vectoring Alt,1
GPWS database Compatibility,1
Other Anti Ice Duet Warning Msg,1
"Other False Gpws ""Terrain"" Warning",1
Other Cloud Cover,1
Other Uncommanded Rudder Oscillation,1
Other Crew Knowledge of Operations Specs,1
Other Outer Windshield Shattered,1
Other Below Wx Minimal Lndg,1
Other Crew Rpted Explosion on R Side of Acft.,1
Other Extended Delay,1
Other Field Condition Rpts Not Updated.,1
Other Unusual Wake Turb Event,1
Other Wing Anti-Icing System Failure,1
Other Ice Damaged No.2 Eng Fan Blades,1
Other Windshear Alert,1
Other Personality conflict between the FO & Capt.,1
Other Crew Did Not Advise Twr Ctlr of Conducting Auto Coupled Apch,1
Other acft op proc,1
Other Combined Positions Confused Ctlr,1
Other Rated Eng Thrust For Tkof After Being Deiced,1
Other Electrical Sys Malfunction,1
Other Wing Antiice Not Turned On/In/Icing Conditions,1
Other Pitot-Static Prob in Right System,1
Other Engine Stall Margine,1
Other Crew Terrain Awareness,1
Other Loss of Comm,1
Other Continued Beyond Map,1
Other Dispatcher Perception of Release Criteria,1
Other Loss of CDI Course on Apch/Flap Failure,1
Other Non-Availability of Apch Charts in Cockpit,1
Other Window Heat Arching,1
Other ILS Clr Zone Not Protected,1
Other Incompatable Database Btwn ATC Minimum Vectoring Alt and GPWS Terrain Warning Alt,1
Other No Dispatch Flt Following. Company Not Certified to Operate CAT II or CAT III,1
Other VHF COM Loss,1
Other Flt/Gnd Crew Coord,1
Other Acft Pos/Pitch,1
Other Landed Short on Threshold,1
Other Question of Apch Lndg With INOP RVR,1
Other Publ. Deficiency,1
Other Questionable Closed Arpt Lndg,1
Other Low Fuel Declaration,1
Other Eng Socked Up Childrens Balloons,1
Other Plt Unable to Read TAF,1
Other Braking Action Rpt,1
Other Engs Damaged Due to Ice Injestitation on Tkof Roll,1
Other Beacon on Lite Op Proc,1
Other Glide Slope Deviation,1
Other EICAS Rudder Limit Fault,1
Other Close-In Rwy Change,1
Other Loss Of Noise Down Trim,1
Other Cowl Anti Ice Light,1
Other RVR Lower Than Required for lndg,1
Other Unstalled Go Around,1
Other Emer Low Fuel,1
Other Didn't Have The Right Apt in Sight,1
Vectored Toward Terrain. Flew Below the Class B,1
Other Binding or Stiff Ailerons,1
Other TFC Flow,1
Other Acft EQ/Confign,1
Other No FAF Rpt,1
Other Hazardous Op By Pic,1
Other Windshear Alert Sounded,1
Other Crew Scheduling,1
Other Wx Observations,1
Other ATC GND Hold,1
Other Low Fuel Condition,1
Other Inappropriate Radar Vectors For Apch Clrnc,1
Other TKOF PERFORM DATA,1
Other CAPT RESTRICTED W/ HIGH WEATHER MINIMUMS,1
Other Dispatcher Rte Change,1
Other Route Flt,1
Other Notams Dropped From  ACR Computer System,1
Other FLC Discomfort Illness,1
Other Fuel Required,1
Other Com Radio Failure In IMC Conditions,1
Other Multiple Visual & Ecam Aural Warning,1
Other Lightening Strike Damage,1
Other Positional Awareness,1
Other Wt & Balance,1
Other Flt Plan Handling Proc,1
Other Twr Sponsored Wx Rpt On Rvr,1
Other Windshield Water Repellent,1
Other Atc Confusion Ref Destination,1
Other Lndg Overshot,1
Other Dep Without Current Release,1
Other Icing Prob,1
Other Short Of Fuel,1
Other Elevators Not Locked With Gust Lock,1
Other Late Lndg Gear Extension,1
Other Fairing Departed Acft,1
Other LOSS OF ALL ELEC PWR.,1
Other INFLT ENG SHUT DOWN,1
Other Comp Stall FOD,1
Other Flt Reroute Due To Equip Restrs,1
Other Crew Persisted In Attempting Visual Apch At Night,1
In Mountainous Conditions,1
Other LND SHORT OF RWY,1
Other FLT PLAN PROCESSING,1
Other Log Write Up Sign Off,1
Other Duty Day,1
Other Electrical Access Door Not Closed,1
Other AIRSPEED DECAY,1
Other Wx Equipment NOTAM,1
Other Unreliable G/S Info,1
Other Chief Plt CRM,1
Other Terrain Clrnc,1
Other PLT Did Not Know How To Activate PLT CTLED ARPT RWY Lighting,1
Other Chronic System In MD80 Acft,1
Other Eng Compressor Stall,1
Other Cockpit Arrangement,1
Other Low Vis Op,1
Other Gnd Fog Obs Vis,1
Other MAINT TEST FLT,1
Other Sigmets,1
Other arpt surface vis,1
Other Crew Diverted For Fuel,1
Other OPPOSITE DIRECTION TFC EVENT,1
Other Radio Freq Side Clutter,1
Other CTLR COMMENTS,1
Other Engine Power Loss,1
Other QUESTION USE OF SVFR,1
Other AWOS OBSERVATION,1
Other TKOF DATA,1
Other Lack of Intra Fac Coord,1
Other Missed Apch,1
"Other Auto Plt Failed ""Active.""",1
Other Side Step Maneuver,1
Other Pop-Up IFR CLRNC Request,1
Other Loss Of Right Engine Cowling,1
Other Alert CLRNC Issuance,1
Other NON COMPLIANCE MIL PROC,1
Other DE-ICING PROC,1
Other GPWS MANEUVER,1
Other OFF FIELD LNDG,1
Other FIRM LANDING,1
Other EMER FUEL,1
Other language,1
Other MODE C VALIDATION,1
Other Unplanned Eg PWS Alert,1
Other DEICING DOCUMENTATION,1
Other Low Flt,1
Other FILING PROC,1
Other Desired ATC Proc,1
Other NOTAM PROC,1
Other NON DETECTABLE AIRBORNE OBJECT,1
Other RWY Selection/SFC Wind,1
Other Weather Forecast Requested,1
Other Unauthorized Apch,1
Other RVR Values,1
Other Flt Time Limits Exceeded,1
Other QUESTIONABLE ENGINE TRNG FAILURE ON TKOF EXERCISE,1
Other Landed at Wrong Airport,1
Other LOSS OF SIT AWARE,1
Other Lights on building,1
mistake for REIL,1
Other Atc Wx Del Procs,1
Other Missed Approach,1
Other Failure to Carry IAP Chart,1
Other Atc equipment outage.,1
Other WX Deviation,1
Other WRONG APCH CHART,1
Other WX FACTORS,1
Other Failure To CRM,1
Other Low Fuel Sit,1
Other Landing & flew over conjested area.,1
Other Visibility Disputed,1
Other Flight Plan Rerout,1
Other Cowling Separation In Flight,1
Other Low alt alert warning from tower w/acft above G.S.,1
Other High Fuel Usage,1
Other Glider Landed Short of Rwy,1
Other Glide Slope Interference,1
Other Acft Holding,1
Other lnd below mins,1
Other tkof on ramp,1
Other WX REPORT,1
Other ALT HOLD DISCONNECT,1
Other Wrong Part Installed,1
Other Off ARPT Landing,1
Other Slat Disagree,1
Other Lndg With No Rwy Lights,1
Other LNDG OFF RWY,1
Other IMC Momentary While Rcvg IMC Clrnc,1
Other Steep Turn To Avoid Trees. Low Alt On Tkof.,1
Other Hit Light Pole,1
Other Elevator Stabilizer,1
Other Gear Up Landing,1
Other Flt Below MVA,1
Other Controller Forgot About Aircraft,1
Other large control close to grd,1
Other loss of com.,1
Other Engine Strike-Touchdown,1
Other GPWS Alert,1
Other Skydiving Jumped Above,1
Other Aircraft Ice,1
Other Fuel Short/Divert,1
Other Fuel Emergency,1
Other Freq Interference/Dual Usage,1
Other PROP WOULD NOT UNFEATHER,1
Other MAX POWER CLIMB TO 6000FT,1
Other Hard Over- High Roll Rate,1
Other Apch Path Obst Ruction,1
Other CTLR Attitude,1
Other Reroute/ Vectors,1
Other FMC Technique,1
Other APCH MINS,1
Other 913,1
Other Poor CRM,1
Other Static Discharge,1
Other Hyd Fluid Loss,1
Other Uncontrolled Roll,1
Other Blw Min Alt,1
Other ECAM WARNING,1
Other NOISE COMPLAINT,1
Other ENGINE PARAMETERS EXCEEDED,1
Other Clrnc Not Rcvd,1
Other Takeoff Minimums,1
Other DEVIATING W/O INFORMING ATC,1
Other Com Loss,1
Other CANOPY FAILURES LOST IN FLIGHT HOME BUILT ACFT,1
Other Chronic Radar Malfunction,1
Other Approach Below minimums,1
Other crew crm,1
judgement,1
ability,1
Other Unable To Maintain Altitude Due To Ice,1
Other COM + WX AVAILABILITY,1
Other ENG LOSS EMER LNDG,1
Other ASOS Augmentation,1
Other Lost Radio Com and Nav,1
Other VFR Under Low Ceiling,1
Other Emergency Power Loss,1
Other Wx Reported Worse Than Actual,1
Other EXPIRED ATIS INFO,1
Other ATC PROVIDED WRONG INFO,1
